ProductKey,sku,product_name,old_type,subcategory,category,department,product_family,meta_code,meta_mapped_by,meta_reason 
1602,43687001,Fruit & Grain Mixed Berry Cereal Bars,Cereal,Cereal,Cereal,Breakfast Foods,Food,1,AU,Mapped from old item type into new subcategory
1603,43688001,Fruit & Grain Raspberry Cereal Bars,Cereal,Cereal,Cereal,Breakfast Foods,Food,1,AU,Mapped from old item type into new subcategory
1604,43689001,Fruit & Grain Strawberry Cereal Bars,Cereal,Cereal,Cereal,Breakfast Foods,Food,1,AU,Mapped from old item type into new subcategory
1605,43690001,Raisin Date & Pecan Mulit Grain Cereal,Cereal,Cereal,Cereal,Breakfast Foods,Food,1,AU,Mapped from old item type into new subcategory
1606,43691001,Shortbread Cookies,Snacks,Cookies,Cookies,Snack Foods,Food,1293,RK,Shortbread Cookies mapped to Cookies
1607,43692001,Blueberry Muffin Coffee,Coffee/Creamer,Jelly,Jelly,Baking Goods,Food,15,AU,Coffee Jelly is a special case for Dunkin Donuts. Cannot character match this.
1608,43693001,Caramel Coffee,Coffee/Creamer,Jelly,Jelly,Baking Goods,Food,15,AU,Coffee Jelly is a special case for Dunkin Donuts. Cannot character match this.
1609,43694001,Chocolate Glazed Donut Coffee,Coffee/Creamer,Jelly,Jelly,Baking Goods,Food,15,AU,Coffee Jelly is a special case for Dunkin Donuts. Cannot character match this.
1610,43695001,Coffee Jelly,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,14,AU,Dunkin produces coffee but some items require special treatment
1611,43696001,Dark Roast Coffee,Coffee/Creamer,Jelly,Jelly,Baking Goods,Food,15,AU,Coffee Jelly is a special case for Dunkin Donuts. Cannot character match this.
1612,43697001,French Vanilla Coffee,Coffee/Creamer,Jelly,Jelly,Baking Goods,Food,15,AU,Coffee Jelly is a special case for Dunkin Donuts. Cannot character match this.
1613,43698001,French Vanilla Coffee,Coffee/Creamer,Jelly,Jelly,Baking Goods,Food,15,AU,Coffee Jelly is a special case for Dunkin Donuts. Cannot character match this.
1614,43699001,Hazelnut Coffee,Coffee/Creamer,Jelly,Jelly,Baking Goods,Food,15,AU,Coffee Jelly is a special case for Dunkin Donuts. Cannot character match this.
1615,43700001,Original Blend Coffee,Coffee/Creamer,Jelly,Jelly,Baking Goods,Food,15,AU,Coffee Jelly is a special case for Dunkin Donuts. Cannot character match this.
1616,43701001,Original Blend Decaf Coffee,Coffee/Creamer,Jelly,Jelly,Baking Goods,Food,15,AU,Coffee Jelly is a special case for Dunkin Donuts. Cannot character match this.
1617,43702001,Original Resealable Bag Coffee,Coffee/Creamer,Jelly,Jelly,Baking Goods,Food,15,AU,Coffee Jelly is a special case for Dunkin Donuts. Cannot character match this.
1618,43703001,Dual City Lox ,Fresh Fish,Fresh Fish,Fresh Fish,Seafood,Food,1,AU,Mapped from old item type into new subcategory
1619,43704001,Coffee Cakes Cake,Cake Snacks,Donuts,Donuts,Snack Foods,Food,161,AU,Assuming coffee cakes are most similar to donuts
1620,43705001,Devil Dogs Cake,Cake Snacks,Muffins,Muffins,Baked Goods,Food,211,AU,Closest thing to cake is muffin
1621,43706001,Ring Dings Cake,Cake Snacks,Muffins,Muffins,Baked Goods,Food,211,AU,Closest thing to cake is muffin
1622,43707001,Yodels Cake,Cake Snacks,Muffins,Muffins,Baked Goods,Food,211,AU,Closest thing to cake is muffin
1623,43708001,Bananas Bunch,,Fresh Fruit,Fresh Fruit,Produce,Food,1295,RK,Bananas mapped to Fresh Fruit
1624,43709001,Juice Orange Peach Mango,,Juice,Juice,Beverages,Drink,171,SJ,character match for juice
1625,43710001,Discover Rice Medly ,Rice,Rice,Rice,Starchy Foods,Food,1,AU,Mapped from old item type into new subcategory
1626,43711001,Discover Thai Rice ,Rice,Rice,Rice,Starchy Foods,Food,1,AU,Mapped from old item type into new subcategory
1627,43712001,Hearty Meals Beef Stew,,Soup,Soup,Canned Foods,Food,311,AU,Consider canned pastas as soups
1628,43713001,Denny Counter Cleaner ,Cleaners,Cleaners,Cleaners,Household,Non-Consumable,251,AU,Comparison against set of known cleaner manufacturers and verified by hand
1629,43714001,Denny Glass Cleaner ,Cleaners,Cleaners,Cleaners,Household,Non-Consumable,251,AU,Comparison against set of known cleaner manufacturers and verified by hand
1630,43715001,Denny Room Freshener ,Deodorizers,Deodorizers,Deodorizers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1631,43716001,Denny Toilet Bowl Cleaner ,Cleaners,Cleaners,Cleaners,Household,Non-Consumable,251,AU,Comparison against set of known cleaner manufacturers and verified by hand
1632,43717001,Baby Shampoo Original,,Shampoo,Shampoo,Health and Hygiene,Non-Consumable,1297,RK,Shampoo mapped to Bathroom Products / Health and Hygiene
1633,43718001,Diced Mango Fruit Cup,,Canned Fruit,Canned Fruit,Canned Products,Food,1298,RK,Fruit Cup mapped to Canned Fruit
1634,43719001,Fruit Burst Squeezers Mixed Berry,,Canned Fruit,Canned Fruit,Canned Products,Food,1299,RK,Fruit Burst Squeezers mapped to Canned Fruit
1635,43720001,Pear Halves In 100% Juice,,Juice,Juice,Beverages,Drink,171,SJ,character match for juice
1636,43721001,Cutting Edge Beef Bologna ,Bologna,Bologna,Bologna,Deli,Food,1,AU,Mapped from old item type into new subcategory
1637,43722001,Cutting Edge Chicken Hot Dogs ,Hot Dogs,Hot Dogs,Hot Dogs,Deli,Food,1,AU,Mapped from old item type into new subcategory
1638,43723001,Cutting Edge Cole Slaw ,Deli Salads,Deli Salads,Deli Salads,Deli,Food,1,AU,Mapped from old item type into new subcategory
1639,43724001,Cutting Edge Corned Beef ,Deli Meats,Deli Meats,Deli Meats,Deli,Food,1,AU,Mapped from old item type into new subcategory
1640,43725001,Cutting Edge Foot-Long Hot Dogs ,Hot Dogs,Hot Dogs,Hot Dogs,Deli,Food,1,AU,Mapped from old item type into new subcategory
1641,43726001,Cutting Edge Low Fat Bologna ,Bologna,Bologna,Bologna,Deli,Food,1,AU,Mapped from old item type into new subcategory
1642,43727001,Cutting Edge Low Fat Cole Slaw ,Deli Salads,Deli Salads,Deli Salads,Deli,Food,1,AU,Mapped from old item type into new subcategory
1643,43728001,Cutting Edge Pimento Loaf ,Bologna,Bologna,Bologna,Deli,Food,1,AU,Mapped from old item type into new subcategory
1644,43729001,Cutting Edge Potato Salad ,Deli Salads,Deli Salads,Deli Salads,Deli,Food,1,AU,Mapped from old item type into new subcategory
1645,43730001,Cutting Edge Roasted Chicken ,Fresh Chicken,Fresh Chicken,Fresh Chicken,Deli,Food,1,AU,Mapped from old item type into new subcategory
1646,43731001,Cutting Edge Sliced Chicken ,Deli Meats,Deli Meats,Deli Meats,Deli,Food,1,AU,Mapped from old item type into new subcategory
1647,43732001,Cutting Edge Sliced Ham ,Deli Meats,Deli Meats,Deli Meats,Deli,Food,1,AU,Mapped from old item type into new subcategory
1648,43733001,Cutting Edge Sliced Turkey ,Deli Meats,Deli Meats,Deli Meats,Deli,Food,1,AU,Mapped from old item type into new subcategory
1649,43734001,Cutting Edge Turkey Hot Dogs ,Hot Dogs,Hot Dogs,Hot Dogs,Deli,Food,1,AU,Mapped from old item type into new subcategory
1650,43735001,Curlew Lox ,Fresh Fish,Fresh Fish,Fresh Fish,Seafood,Food,1,AU,Mapped from old item type into new subcategory
1651,43736001,3D White Arctic Fresh,,Toothbrushes,Toothbrushes,Health and Hygiene,Non-Consumable,1300,RK,3D White Arctic Fresh is a toothpaste. Mapped to toothbrushes by AU 
1652,43737001,Lasagna Pasta,Pasta/Noodles,TV Dinner,TV Dinner,Frozen Foods,Food,291,AU,Comparison against set of known frozen entree manufacturers and verified by hand
1653,43738001,Lemonade Yellow,,Flavored Drinks,Flavored Drinks,Beverages,Drink,221,AU,Comparison against a set of known drink manufacturers
1654,43739001,Spread Original,,Cheese,Cheese,Dairy,Food,1303,RK,Spread Original mapped to Dairy
1655,43740001,Cormorant Counter Cleaner ,Cleaners,Cleaners,Cleaners,Household,Non-Consumable,251,AU,Comparison against set of known cleaner manufacturers and verified by hand
1656,43741001,Cormorant Glass Cleaner ,Cleaners,Cleaners,Cleaners,Household,Non-Consumable,251,AU,Comparison against set of known cleaner manufacturers and verified by hand
1657,43742001,Cormorant Room Freshener ,Deodorizers,Deodorizers,Deodorizers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1658,43743001,Cormorant Toilet Bowl Cleaner ,Cleaners,Cleaners,Cleaners,Household,Non-Consumable,251,AU,Comparison against set of known cleaner manufacturers and verified by hand
1659,43744001,Consolidated 200 MG Acetominifen ,Acetominifen,Acetominifen,Acetominifen,Health and Hygiene,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1660,43745001,Consolidated 200 MG Ibuprofen ,Ibuprofen,Ibuprofen,Ibuprofen,Health and Hygiene,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1661,43746001,Consolidated Buffered Aspirin ,Aspirin,Aspirin,Aspirin,Health and Hygiene,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1662,43747001,Consolidated Childrens Aspirin ,Aspirin,Aspirin,Aspirin,Health and Hygiene,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1663,43748001,Consolidated Mint Mouthwash ,Mouthwash,Mouthwash,Mouthwash,Health and Hygiene,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1664,43749001,Rotel Diced Tomatoes& Green Chilies,,Canned Vegetables,Canned Vegetables,Canned Foods,Food,1304,RK,Tomatoes mapped to Canned Vegetables
1665,43750001,Colossal Rice Medly ,Rice,Rice,Rice,Starchy Foods,Food,1,AU,Mapped from old item type into new subcategory
1666,43751001,Colossal Thai Rice ,Rice,Rice,Rice,Starchy Foods,Food,1,AU,Mapped from old item type into new subcategory
1667,43752001,FF & LS Broth Chicken,,Soup,Soup,Canned Foods,Food,311,AU,Consider canned pastas as soups
1668,43753001,Fanta Orange Soda,Soda,Soda,Soda,Beverages,Drink,1,AU,Mapped from old item type into new subcategory
1669,43754001,Original Soda,Soda,Soda,Soda,Beverages,Drink,1,AU,Mapped from old item type into new subcategory
1670,43755001,Sprite Soda,Soda,Soda,Soda,Beverages,Drink,1,AU,Mapped from old item type into new subcategory
1671,43756001,Bagels Cinnamon Raisin,,Bagels,Bagels,Baked Goods,Food,141,SJ,character match for bagels
1672,43757001,Bagels Plain,,Bagels,Bagels,Baked Goods,Food,141,SJ,character match for bagels
1673,43758001,Club Blueberry Yogurt ,Yogurt,Yogurt,Yogurt,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1674,43759001,Club Cheese Spread ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1675,43760001,Club Havarti Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1676,43761001,Club Head Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1677,43762001,Club Jack Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1678,43763001,Club Large Curd Cottage Cheese ,Cottage Cheese,Cottage Cheese,Cottage Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1679,43764001,Club Low Fat Cottage Cheese ,Cottage Cheese,Cottage Cheese,Cottage Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1680,43765001,Club Low Fat Sour Cream ,Sour Cream,Sour Cream,Sour Cream,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1681,43766001,Club Low Fat String Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1682,43767001,Club Mild Cheddar Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1683,43768001,Club Muenster Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1684,43769001,Club Sharp Cheddar Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1685,43770001,Club Sour Cream ,Sour Cream,Sour Cream,Sour Cream,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1686,43771001,Club Strawberry Yogurt ,Yogurt,Yogurt,Yogurt,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1687,43772001,Club String Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1688,43773001,Disinfecting Wipes Lemon Fresh,,Cleaners,Cleaners,Household,Non-Consumable,1306,RK,Wipes Lemon Fresh mapped to Cleaners
1689,43774001,Ultra Liquid Bleach Mountain Fresh,,Cleaners,Cleaners,Household,Non-Consumable,1307,RK,Bleach mapped to Cleaners
1690,43775001,Alfredo Sauce Sun-Dried Tomato,,Sauces,Sauces,Baking Goods,Food,191,SJ,character match Sauce
1691,43776001,Pasta Sauce Four Cheese,Gravy/Sauce,Sauces,Sauces,Baking Goods,Food,191,SJ,character match Sauce
1692,43777001,Pasta Sauce Vodka,Gravy/Sauce,Sauces,Sauces,Baking Goods,Food,191,SJ,character match Sauce
1693,43778001,Choice Malted Milk Balls ,Chocolate Candy,Chocolate Candy,Chocolate Candy,Snacks,Food,1,AU,Mapped from old item type into new subcategory
1694,43779001,Choice Mint Chocolate Bar ,Chocolate Candy,Chocolate Candy,Chocolate Candy,Snacks,Food,1,AU,Mapped from old item type into new subcategory
1695,43780001,Choice Mints ,Hard Candy,Hard Candy,Hard Candy,Snacks,Food,1,AU,Mapped from old item type into new subcategory
1696,43781001,Choice Semi-Sweet Chocolate Bar ,Chocolate Candy,Chocolate Candy,Chocolate Candy,Snacks,Food,1,AU,Mapped from old item type into new subcategory
1697,43782001,Choice Spicy Mints ,Hard Candy,Hard Candy,Hard Candy,Snacks,Food,1,AU,Mapped from old item type into new subcategory
1698,43783001,Choice Tasty Candy Bar ,Chocolate Candy,Chocolate Candy,Chocolate Candy,Snacks,Food,1,AU,Mapped from old item type into new subcategory
1699,43784001,Choice White Chocolate Bar ,Chocolate Candy,Chocolate Candy,Chocolate Candy,Snacks,Food,1,AU,Mapped from old item type into new subcategory
1700,43785001,100% Colombian Coffee,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,162,SJ,Remaining Match for Coffee
1701,43786001,Coffee Regular,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,162,SJ,Remaining Match for Coffee
1702,43787001,Regular Coffee,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,162,SJ,Remaining Match for Coffee
1703,43788001,Snack Mix Chocolate Peanut,Snacks,Chips,Chips,Snack Foods,Food,1308,RK,Chex Mix mapped to Chips
1704,43789001,Beefaroni Whole Grain,,Soup,Soup,Canned Foods,Food,311,AU,Consider canned pastas as soups
1705,43790001,Mini Bites Dinos & Meatballs,,Soup,Soup,Canned Foods,Food,311,AU,Consider canned pastas as soups
1706,43791001,Ravioli Beef,,Soup,Soup,Canned Foods,Food,311,AU,Consider canned pastas as soups
1707,43792001,CDR Brown Sugar ,Sugar,Sugar,Sugar,Baking Goods,Food,1,AU,Mapped from old item type into new subcategory
1708,43793001,CDR Canola Oil ,Cooking Oil,Cooking Oil,Cooking Oil,Baking Goods,Food,1,AU,Mapped from old item type into new subcategory
1709,43794001,CDR Chunky Peanut Butter ,Peanut Butter,Peanut Butter,Peanut Butter,Baking Goods,Food,1,AU,Mapped from old item type into new subcategory
1710,43795001,CDR Corn Oil ,Cooking Oil,Cooking Oil,Cooking Oil,Baking Goods,Food,1,AU,Mapped from old item type into new subcategory
1711,43796001,CDR Creamy Peanut Butter ,Peanut Butter,Peanut Butter,Peanut Butter,Baking Goods,Food,1,AU,Mapped from old item type into new subcategory
1712,43797001,CDR Extra Chunky Peanut Butter ,Peanut Butter,Peanut Butter,Peanut Butter,Baking Goods,Food,1,AU,Mapped from old item type into new subcategory
1713,43798001,CDR Oregano ,Spices,Spices,Spices,Baking Goods,Food,1,AU,Mapped from old item type into new subcategory
1714,43799001,CDR Pepper ,Spices,Spices,Spices,Baking Goods,Food,1,AU,Mapped from old item type into new subcategory
1715,43800001,CDR Salt ,Spices,Spices,Spices,Baking Goods,Food,1,AU,Mapped from old item type into new subcategory
1716,43801001,CDR Sesame Oil ,Cooking Oil,Cooking Oil,Cooking Oil,Baking Goods,Food,1,AU,Mapped from old item type into new subcategory
1717,43802001,CDR Vegetable Oil ,Cooking Oil,Cooking Oil,Cooking Oil,Baking Goods,Food,1,AU,Mapped from old item type into new subcategory
1718,43803001,CDR White Sugar ,Sugar,Sugar,Sugar,Baking Goods,Food,1,AU,Mapped from old item type into new subcategory
1719,43804001,Carrington Beef TV Dinner ,TV Dinner,TV Dinner,TV Dinner,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1720,43805001,Carrington Chicken TV Dinner ,TV Dinner,TV Dinner,TV Dinner,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1721,43806001,Carrington Fajita French Fries ,French Fries,French Fries,French Fries,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1722,43807001,Carrington Frozen Broccoli ,Frozen Vegetables,Frozen Vegetables,Frozen Vegetables,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1723,43808001,Carrington Frozen Carrots ,Frozen Vegetables,Frozen Vegetables,Frozen Vegetables,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1724,43809001,Carrington Frozen Cauliflower ,Frozen Vegetables,Frozen Vegetables,Frozen Vegetables,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1725,43810001,Carrington Frozen Cheese Pizza ,Pizza,Pizza,Pizza,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1726,43811001,Carrington Frozen Chicken Breast ,Frozen Chicken,Frozen Chicken,Frozen Chicken,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1727,43812001,Carrington Frozen Chicken Thighs ,Frozen Chicken,Frozen Chicken,Frozen Chicken,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1728,43813001,Carrington Frozen Chicken Wings ,Frozen Chicken,Frozen Chicken,Frozen Chicken,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1729,43814001,Carrington Frozen Corn ,Frozen Vegetables,Frozen Vegetables,Frozen Vegetables,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1730,43815001,Carrington Frozen Mushroom Pizza ,Pizza,Pizza,Pizza,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1731,43816001,Carrington Frozen Peas ,Frozen Vegetables,Frozen Vegetables,Frozen Vegetables,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1732,43817001,Carrington Frozen Pepperoni Pizza ,Pizza,Pizza,Pizza,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1733,43818001,Carrington Frozen Sausage Pizza ,Pizza,Pizza,Pizza,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1734,43819001,Carrington Grape Popsicles ,Popsicles,Popsicles,Popsicles,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1735,43820001,Carrington Home Style French Fries ,French Fries,French Fries,French Fries,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1736,43821001,Carrington Ice Cream ,Ice Cream,Ice Cream,Ice Cream,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1737,43822001,Carrington Ice Cream Sandwich ,Ice Cream,Ice Cream,Ice Cream,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1738,43823001,Carrington Lemon Popsicles ,Popsicles,Popsicles,Popsicles,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1739,43824001,Carrington Lime Popsicles ,Popsicles,Popsicles,Popsicles,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1740,43825001,Carrington Low Fat French Fries ,French Fries,French Fries,French Fries,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1741,43826001,Carrington Orange Popsicles ,Popsicles,Popsicles,Popsicles,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1742,43827001,Carrington Turkey TV Dinner ,TV Dinner,TV Dinner,TV Dinner,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1743,43828001,Original Malted Milk Drink Mix,Soda/Juice/Drinks,Flavored Drinks,Flavored Drinks,Beverages,Drink,221,AU,Comparison against a set of known drink manufacturers
1744,43829001,Carlson Blueberry Yogurt ,Yogurt,Yogurt,Yogurt,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1745,43830001,Carlson Cheese Spread ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1746,43831001,Carlson Havarti Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1747,43832001,Carlson Head Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1748,43833001,Carlson Jack Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1749,43834001,Carlson Large Curd Cottage Cheese ,Cottage Cheese,Cottage Cheese,Cottage Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1750,43835001,Carlson Low Fat Cottage Cheese ,Cottage Cheese,Cottage Cheese,Cottage Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1751,43836001,Carlson Low Fat Sour Cream ,Sour Cream,Sour Cream,Sour Cream,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1752,43837001,Carlson Low Fat String Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1753,43838001,Carlson Mild Cheddar Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1754,43839001,Carlson Muenster Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1755,43840001,Carlson Sharp Cheddar Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1756,43841001,Carlson Sour Cream ,Sour Cream,Sour Cream,Sour Cream,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1757,43842001,Carlson Strawberry Yogurt ,Yogurt,Yogurt,Yogurt,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1758,43843001,Carlson String Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1759,43844001,Daybreak Morning Blend Coffee,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,162,SJ,Remaining Match for Coffee
1760,43845001,Original Blend Coffee,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,162,SJ,Remaining Match for Coffee
1761,43846001,Coastal Cooler Strawberry Banana,,Flavored Drinks,Flavored Drinks,Beverages,Drink,221,AU,Comparison against a set of known drink manufacturers
1762,43847001,Roarin Waters Berry Berry Juice,,Juice,Juice,Beverages,Drink,171,SJ,character match for juice
1763,43848001,SuperV Apple,,Flavored Drinks,Flavored Drinks,Beverages,Drink,221,AU,Comparison against a set of known drink manufacturers
1764,43849001,Potato Chips Snacks,,Chips,Chips,Snack Foods,Food,1315,RK,Potato Chips mapped to Chips
1765,43850001,Dog Treats Beef,Pet Food,Pet Food,Pet Food,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1766,43851001,Chicken Noodle Low Sodium,Canned Goods,Soup,Soup,Canned Foods,Food,311,AU,Consider canned pastas as soups
1767,43852001,Cream Of Chicken Soup,Canned Goods,Soup,Soup,Canned Foods,Food,311,AU,Consider canned pastas as soups
1768,43853001,Cream Of Mushroom Soup,Canned Goods,Soup,Soup,Canned Foods,Food,311,AU,Consider canned pastas as soups
1769,43854001,Gravy Turkey,Canned Goods,Soup,Soup,Canned Foods,Food,311,AU,Consider canned pastas as soups
1770,43855001,Soup Cream Of Mushroom,Canned Goods,Soup,Soup,Canned Foods,Food,311,AU,Consider canned pastas as soups
1771,43856001,Spaghetti O's Plus Calcium,Canned Goods,Soup,Soup,Canned Foods,Food,311,AU,Consider canned pastas as soups
1772,43857001,Espresso Coffee,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,162,SJ,Remaining Match for Coffee
1773,43858001,Decaf Coffee,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,162,SJ,Remaining Match for Coffee
1774,43859001,Regular Coffee,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,162,SJ,Remaining Match for Coffee
1775,43860001,Brown Sugar Hickory Baked Beans,Canned Goods,Canned Vegetables,Canned Vegetables,Canned Foods,Food,121,SJ,"bushs only sells baked beans, which is a canned vegetable"
1776,43861001,Country Style Baked Beans,Canned Goods,Canned Vegetables,Canned Vegetables,Canned Foods,Food,121,SJ,"bushs only sells baked beans, which is a canned vegetable"
1777,43862001,Country Style Baked Beans,Canned Goods,Canned Vegetables,Canned Vegetables,Canned Foods,Food,121,SJ,"bushs only sells baked beans, which is a canned vegetable"
1778,43863001,Homestyle Baked Beans,Canned Goods,Canned Vegetables,Canned Vegetables,Canned Foods,Food,121,SJ,"bushs only sells baked beans, which is a canned vegetable"
1779,43864001,Homestyle Baked Beans,Canned Goods,Canned Vegetables,Canned Vegetables,Canned Foods,Food,121,SJ,"bushs only sells baked beans, which is a canned vegetable"
1780,43865001,Honey Baked Beans,Canned Goods,Canned Vegetables,Canned Vegetables,Canned Foods,Food,121,SJ,"bushs only sells baked beans, which is a canned vegetable"
1781,43866001,Maple Cured Bacon Baked Baked Beans,Canned Goods,Canned Vegetables,Canned Vegetables,Canned Foods,Food,121,SJ,"bushs only sells baked beans, which is a canned vegetable"
1782,43867001,Maple Cured Bacon Baked Beans,Canned Goods,Canned Vegetables,Canned Vegetables,Canned Foods,Food,121,SJ,"bushs only sells baked beans, which is a canned vegetable"
1783,43868001,Original Baked Beans,Canned Goods,Canned Vegetables,Canned Vegetables,Canned Foods,Food,121,SJ,"bushs only sells baked beans, which is a canned vegetable"
1784,43869001,Original Baked Beans,Canned Goods,Canned Vegetables,Canned Vegetables,Canned Foods,Food,121,SJ,"bushs only sells baked beans, which is a canned vegetable"
1785,43870001,Original Baked Beans,Canned Goods,Canned Vegetables,Canned Vegetables,Canned Foods,Food,121,SJ,"bushs only sells baked beans, which is a canned vegetable"
1786,43871001,Original Baked Beans,Canned Goods,Canned Vegetables,Canned Vegetables,Canned Foods,Food,121,SJ,"bushs only sells baked beans, which is a canned vegetable"
1787,43872001,Vegetarian Baked Beans,Canned Goods,Canned Vegetables,Canned Vegetables,Canned Foods,Food,121,SJ,"bushs only sells baked beans, which is a canned vegetable"
1788,43873001,Vegetarian Baked Beans,Canned Goods,Canned Vegetables,Canned Vegetables,Canned Foods,Food,121,SJ,"bushs only sells baked beans, which is a canned vegetable"
1789,43874001,Vegetarian Baked Beans,Canned Goods,Canned Vegetables,Canned Vegetables,Canned Foods,Food,121,SJ,"bushs only sells baked beans, which is a canned vegetable"
1790,43875001,Certified Angus Beef Burger,,Hamburger,Hamburger,Meat,Food,333,AU,Character match with Hamburgers against a set of frozen meat entrees
1791,43876001,Juice Grape,,Juice,Juice,Beverages,Drink,171,SJ,character match for juice
1792,43877001,Bravo Beef Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1793,43878001,Bravo Canned Beets ,Canned Vegetables,Canned Vegetables,Canned Vegetables,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1794,43879001,Bravo Canned Peas ,Canned Vegetables,Canned Vegetables,Canned Vegetables,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1795,43880001,Bravo Canned String Beans ,Canned Vegetables,Canned Vegetables,Canned Vegetables,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1796,43881001,Bravo Canned Tomatos ,Canned Vegetables,Canned Vegetables,Canned Vegetables,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
